mq,lambda1,order
1.4000000000000306,4.987499999999999,2.0
1.300000000000031,6.0,1.0
1.300000000000031,5.6,1.0
1.300000000000031,5.199999999999999,1.0
1.300000000000031,4.799999999999999,2.0
1.300000000000031,4.999999999999999,1.0
1.300000000000031,4.8999999999999995,2.0
1.300000000000031,4.949999999999999,2.0
1.300000000000031,4.974999999999999,2.0
1.300000000000031,4.987499999999999,2.0
1.2000000000000313,6.0,1.0
1.2000000000000313,5.6,1.0
1.2000000000000313,5.199999999999999,1.0
1.2000000000000313,4.799999999999999,2.0
1.2000000000000313,4.999999999999999,1.0
1.2000000000000313,4.8999999999999995,2.0
1.2000000000000313,4.949999999999999,2.0
1.2000000000000313,4.974999999999999,2.0
1.2000000000000313,4.987499999999999,2.0
1.1000000000000316,6.0,1.0
1.1000000000000316,5.6,1.0
1.1000000000000316,5.199999999999999,1.0
1.1000000000000316,4.799999999999999,2.0
1.1000000000000316,4.999999999999999,2.0
1.1000000000000316,5.1,1.0
1.1000000000000316,5.05,1.0
1.1000000000000316,5.0249999999999995,1.0
1.1000000000000316,5.012499999999999,1.0
1.000000000000032,6.0,1.0
1.000000000000032,5.6,1.0
1.000000000000032,5.199999999999999,1.0
1.000000000000032,4.799999999999999,2.0
1.000000000000032,4.999999999999999,2.0
1.000000000000032,5.1,1.0
1.000000000000032,5.05,1.0
1.000000000000032,5.0249999999999995,1.0
1.000000000000032,5.012499999999999,1.0
0.9000000000000323,6.0,1.0
0.9000000000000323,5.6,1.0
0.9000000000000323,5.199999999999999,1.0
0.9000000000000323,4.799999999999999,2.0
0.9000000000000323,4.999999999999999,2.0
0.9000000000000323,5.1,1.0
0.9000000000000323,5.05,1.0
0.9000000000000323,5.0249999999999995,1.0
0.9000000000000323,5.012499999999999,2.0
0.8000000000000327,6.0,1.0
0.8000000000000327,5.6,1.0
0.8000000000000327,5.199999999999999,1.0
0.8000000000000327,4.799999999999999,2.0
0.8000000000000327,4.999999999999999,2.0
0.8000000000000327,5.1,1.0
0.8000000000000327,5.05,1.0
0.8000000000000327,5.0249999999999995,2.0
0.8000000000000327,5.0375,1.0
0.700000000000033,6.0,1.0
0.700000000000033,5.6,1.0
0.700000000000033,5.199999999999999,1.0
0.700000000000033,4.799999999999999,2.0
0.700000000000033,4.999999999999999,2.0
0.700000000000033,5.1,1.0
0.700000000000033,5.05,1.0
0.700000000000033,5.0249999999999995,2.0
0.700000000000033,5.0375,2.0
0.6000000000000334,6.0,1.0
0.6000000000000334,5.6,1.0
0.6000000000000334,5.199999999999999,1.0
0.6000000000000334,4.799999999999999,2.0
0.6000000000000334,4.999999999999999,2.0
0.6000000000000334,5.1,1.0
0.6000000000000334,5.05,1.0
0.6000000000000334,5.0249999999999995,2.0
0.6000000000000334,5.0375,2.0
0.5000000000000338,6.0,1.0
0.5000000000000338,5.6,1.0
0.5000000000000338,5.199999999999999,1.0
0.5000000000000338,4.799999999999999,2.0
0.5000000000000338,4.999999999999999,2.0
0.5000000000000338,5.1,1.0
0.5000000000000338,5.05,2.0
0.5000000000000338,5.074999999999999,1.0
0.5000000000000338,5.062499999999999,1.0
0.4000000000000341,6.0,1.0
0.4000000000000341,5.6,1.0
0.4000000000000341,5.199999999999999,1.0
0.4000000000000341,4.799999999999999,2.0
0.4000000000000341,4.999999999999999,2.0
0.4000000000000341,5.1,1.0
0.4000000000000341,5.05,2.0
0.4000000000000341,5.074999999999999,2.0
0.4000000000000341,5.0874999999999995,1.0
0.30000000000003446,6.0,1.0
0.30000000000003446,5.6,1.0
0.30000000000003446,5.199999999999999,1.0
0.30000000000003446,4.799999999999999,2.0
0.30000000000003446,4.999999999999999,2.0
0.30000000000003446,5.1,2.0
0.30000000000003446,5.1499999999999995,1.0
0.30000000000003446,5.124999999999999,1.0
0.30000000000003446,5.112499999999999,1.0
0.20000000000003482,6.0,1.0
0.20000000000003482,5.6,1.0
0.20000000000003482,5.199999999999999,1.0
0.20000000000003482,4.799999999999999,2.0
0.20000000000003482,4.999999999999999,2.0
0.20000000000003482,5.1,1.0
0.20000000000003482,5.05,2.0
0.20000000000003482,5.074999999999999,2.0
0.20000000000003482,5.0874999999999995,2.0
0.10000000000003517,6.0,1.0
0.10000000000003517,5.6,1.0
0.10000000000003517,5.199999999999999,1.0
0.10000000000003517,4.799999999999999,1.0
0.10000000000003517,4.399999999999999,2.0
0.10000000000003517,4.599999999999999,2.0
0.10000000000003517,4.699999999999999,1.0
0.10000000000003517,4.6499999999999995,2.0
0.10000000000003517,4.674999999999999,2.0
0.10000000000003517,4.687499999999999,2.0
